City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
North Vancouver,BC,49.354885,-123.028108,2195000.0,5.0,3.0,Single Family,2559.0
North Vancouver,BC,49.336758,-123.073269,1649900.0,3.0,1.0,Single Family,962.0
Maple Ridge,BC,49.2190688,-122.5976143,649000.0,3.0,2.0,Condo,1368.0
West Vancouver,BC,49.3637303,-123.1273636,3298000.0,4.0,4.0,Single Family,3475.0
Surrey,BC,49.1684588,-122.8098701,1599000.0,2.0,1.0,Single Family,1190.0
Maple Ridge,BC,49.2112919,-122.5978789,599000.0,2.0,2.0,Condo,1434.0
Surrey,BC,49.1931398,-122.7662792,2080000.0,4.0,4.0,Single Family,2640.0
North Vancouver,BC,49.337251,-123.070951,1688000.0,3.0,2.0,Single Family,1317.0
Delta,BC,49.1663549,-122.917265,1289000.0,5.0,3.0,Single Family,2108.0
Maple Ridge,BC,49.21879,-122.569633,799000.0,4.0,2.0,Condo/Townhome,1543.0
North Vancouver,BC,49.3341756,-123.0392463,1649800.0,3.0,3.0,Townhome,1779.0
Langley,BC,49.1561428,-122.662114,639000.0,2.0,2.0,Condo,842.0
Surrey,BC,49.1649825,-122.8274381,1779000.0,7.0,5.0,Single Family,3771.0
Delta,BC,49.1468242,-122.9024841,1269000.0,5.0,2.0,Duplex,2242.0
Surrey,BC,49.1584747,-122.7848546,539000.0,1.0,1.0,Condo,552.0
Surrey,BC,49.200511,-122.8063463,1449900.0,6.0,3.0,Single Family,2145.0
Langley,BC,49.1295257,-122.6671807,925000.0,4.0,4.0,Townhome,1634.0
Maple Ridge,BC,49.219945,-122.606784,434900.0,1.0,1.0,Condo,653.0
Maple Ridge,BC,49.224336,-122.602035,454900.0,1.0,1.0,Condo,664.0
Maple Ridge,BC,49.2190688,-122.5976143,588000.0,2.0,2.0,Condo,961.0
West Vancouver,BC,49.3504282,-123.1322629,7298000.0,6.0,8.0,Single Family,6733.0
Maple Ridge,BC,49.2216734,-122.5966374,648000.0,2.0,2.0,Condo,1073.0
Surrey,BC,49.1349489,-122.8305823,2799000.0,9.0,9.0,Single Family,5284.0
North Vancouver,BC,49.332124,-123.107813,2100000.0,3.0,3.0,Single Family,1956.0
Maple Ridge,BC,49.2227946,-122.6048327,559900.0,2.0,2.0,Condo,754.0
North Vancouver,BC,49.356123,-123.082966,2398000.0,3.0,2.0,Single Family,2657.0
Surrey,BC,49.1329791,-122.8886097,589000.0,2.0,2.0,Condo,1002.0
Surrey,BC,49.131677,-122.82309,1249999.0,5.0,4.0,Duplex,2308.0
Langley,BC,49.1397014,-122.6548073,1878888.0,6.0,4.0,Single Family,3764.0
Langley,BC,49.1385915,-122.6546674,1379900.0,5.0,4.0,Duplex,2750.0
Langley,BC,49.1515955,-122.6636191,2149888.0,8.0,7.0,Single Family,4232.0
Langley,BC,49.1428968,-122.656114,1975000.0,4.0,4.0,Single Family,3795.0
Surrey,BC,49.1994942,-122.8035049,1380000.0,5.0,3.0,Single Family,1640.0
Surrey,BC,49.1912331,-122.7890951,649800.0,2.0,2.0,Condo,1017.0
Maple Ridge,BC,49.2500151,-122.5809096,899900.0,3.0,3.0,Townhome,1437.0
North Vancouver,BC,49.356478,-123.0948019,2548000.0,5.0,4.0,Single Family,2849.0
Maple Ridge,BC,49.2436254,-122.6137495,6250000.0,5.0,2.0,Single Family,2500.0
Surrey,BC,49.1787533,-122.7321085,2200000.0,2.0,1.0,Single Family,927.0
Langley,BC,49.1417819,-122.679103,1850000.0,5.0,4.0,Single Family,2975.0
Surrey,BC,49.1930611,-122.7992873,588000.0,2.0,2.0,Condo,1092.0
Surrey,BC,49.1327909,-122.8230464,819800.0,3.0,3.0,Condo/Townhome,1472.0
Maple Ridge,BC,49.2212616,-122.6065156,505000.0,2.0,2.0,Condo,779.0
Richmond,BC,49.1684214,-123.1363371,939000.0,2.0,2.0,Condo,899.0
Maple Ridge,BC,49.2158833,-122.6017261,508900.0,1.0,1.0,Condo,683.0
Delta,BC,49.1539058,-122.8967742,1999000.0,6.0,7.0,Single Family,2870.0
Surrey,BC,49.1767271,-122.7483759,3998000.0,3.0,2.0,Single Family,1408.0
Surrey,BC,49.1645881,-122.8585763,1399000.0,4.0,3.0,Single Family,2482.0
Richmond,BC,49.161964,-123.135717,649500.0,1.0,2.0,Condo,805.0
North Vancouver,BC,49.3306126,-123.0406852,729900.0,1.0,0.0,Condo,609.0
Surrey,BC,49.179409,-122.7740534,818000.0,2.0,3.0,Condo/Townhome,1340.0
Surrey,BC,49.170938,-122.7911663,1899000.0,6.0,3.0,Single Family,3110.0
Surrey,BC,49.1752211,-122.7868021,1399000.0,4.0,3.0,Single Family,1940.0
Langley,BC,49.1574614,-122.6599514,899800.0,2.0,2.0,Condo,910.0
Maple Ridge,BC,49.2134172,-122.4631435,3395000.0,9.0,5.0,Single Family,6287.0
Richmond,BC,49.1646171,-123.1339978,768000.0,1.0,1.0,Condo,738.0
Langley,BC,49.1632201,-122.6527654,4588000.0,7.0,8.0,Single Family,6199.0
Surrey,BC,49.1471836,-122.7981937,1609900.0,4.0,4.0,Single Family,3685.0
North Vancouver,BC,49.360446,-123.101215,5498000.0,8.0,8.0,Single Family,5553.0
Langley,BC,49.1583123,-122.6579464,695000.0,2.0,2.0,Condo,890.0
Maple Ridge,BC,49.2227946,-122.6048327,574900.0,2.0,1.0,Condo,700.0
Surrey,BC,49.153823,-122.771999,789000.0,3.0,2.0,Condo/Townhome,1442.0
Delta,BC,49.1432367,-122.913406,1519000.0,3.0,3.0,Single Family,1980.0
Richmond,BC,49.163167,-123.126707,499000.0,2.0,1.0,Condo,868.0
Surrey,BC,49.1698884,-122.8340096,1499000.0,2.0,1.0,Single Family,1140.0
Langley,BC,49.1681998,-122.6704518,499000.0,2.0,2.0,Manufactured Home,1128.0
Langley,BC,49.1543305,-122.6662064,678000.0,2.0,2.0,Condo,940.0
Surrey,BC,49.1268877,-122.8277431,1499000.0,4.0,3.0,Single Family,1810.0
Maple Ridge,BC,49.219257,-122.589342,899900.0,3.0,3.0,Townhome,1366.0
Surrey,BC,49.151201,-122.8554818,1145000.0,3.0,2.0,Single Family,1850.0
Langley,BC,49.1615701,-122.6655975,969900.0,3.0,3.0,Condo/Townhome,1343.0
Surrey,BC,49.1329238,-122.8540455,335000.0,3.0,2.0,Condo,1247.0
Surrey,BC,49.1597032,-122.8463575,784900.0,3.0,3.0,Townhome,1426.0
Richmond,BC,49.169585,-123.131048,628000.0,1.0,1.0,Condo,645.0
Surrey,BC,49.166679,-122.8590072,2999999.0,10.0,10.0,Single Family,7004.0
North Vancouver,BC,49.328051,-123.074278,459000.0,1.0,1.0,Condo,634.0
Surrey,BC,49.1557005,-122.8484661,1799999.0,7.0,5.0,Single Family,3655.0
Surrey,BC,49.1785529,-122.7167971,1069000.0,3.0,4.0,Townhome,1987.0
Surrey,BC,49.1858134,-122.7957818,699999.0,2.0,2.0,Condo,1125.0
North Vancouver,BC,49.3435188,-123.1098376,3050000.0,3.0,4.0,Townhome,2429.0
Langley,BC,49.1482359,-122.6588602,959900.0,4.0,3.0,Townhome,1373.0
Langley,BC,49.1431688,-122.6566811,1723800.0,5.0,5.0,Single Family,3060.0
Surrey,BC,49.133409,-122.835855,579999.0,2.0,2.0,Condo,993.0
Richmond,BC,49.1646171,-123.1339978,1089000.0,3.0,2.0,Condo,1112.0
Surrey,BC,49.1340132,-122.8624693,2200000.0,8.0,7.0,Single Family,3881.0
Maple Ridge,BC,49.2180688,-122.4917261,2399000.0,1.0,0.0,Single Family,4274.0
North Vancouver,BC,49.331352,-123.067349,1799000.0,6.0,3.0,Single Family,2792.0
Maple Ridge,BC,49.249191,-122.5809726,1879000.0,8.0,6.0,Single Family,4104.0
Maple Ridge,BC,49.2490226,-122.5809654,1899000.0,8.0,6.0,Single Family,4037.0
Maple Ridge,BC,49.2491426,-122.5807376,1738000.0,6.0,4.0,Single Family,3428.0
Langley,BC,49.1429893,-122.6570154,2119900.0,7.0,5.0,Single Family,3582.0
Maple Ridge,BC,49.2491451,-122.5805727,1768000.0,6.0,4.0,Single Family,3706.0
Maple Ridge,BC,49.2491464,-122.5803963,1768000.0,6.0,5.0,Single Family,3747.0
Maple Ridge,BC,49.248384,-122.5947881,1688000.0,4.0,4.0,Single Family,3387.0
Delta,BC,49.1509812,-122.9117544,1425000.0,6.0,2.0,Single Family,2072.0
Langley,BC,49.156043,-122.6636046,1288000.0,4.0,4.0,Condo/Townhome,2322.0
Maple Ridge,BC,49.2223347,-122.5934851,569900.0,2.0,2.0,Condo,1004.0
Surrey,BC,49.1662822,-122.826596,1775000.0,7.0,4.0,Single Family,3815.0
Surrey,BC,49.1856768,-122.7295314,2181000.0,7.0,5.0,Single Family,3949.0
Surrey,BC,49.1458419,-122.8127903,1898800.0,9.0,5.0,Single Family,3965.0
Delta,BC,49.1633424,-122.9203378,1350000.0,4.0,2.0,Single Family,2016.0
Maple Ridge,BC,49.236088,-122.5587206,1699000.0,7.0,5.0,Single Family,3171.0
Surrey,BC,49.129356,-122.836483,680000.0,2.0,2.0,Townhome,1564.0
Langley,BC,49.1574614,-122.6599514,1149800.0,2.0,2.0,Condo,1022.0
Richmond,BC,49.1638028,-123.1300086,638000.0,1.0,1.0,Condo,706.0
West Vancouver,BC,49.3341637,-123.1245052,2580000.0,4.0,2.0,Single Family,1947.0
Langley,BC,49.1615701,-122.6655975,1048600.0,3.0,2.0,Condo,1212.0
Surrey,BC,49.133856,-122.836053,639000.0,2.0,1.0,Condo/Townhome,1038.0
Maple Ridge,BC,49.2227946,-122.6048327,694900.0,3.0,2.0,Condo,940.0
Surrey,BC,49.1410677,-122.888474,760000.0,3.0,3.0,Condo/Townhome,1391.0
Surrey,BC,49.148317,-122.88658,499000.0,2.0,1.0,Condo,853.0
Surrey,BC,49.1489832,-122.8816206,1599999.0,7.0,5.0,Single Family,3640.0
Surrey,BC,49.1841656,-122.7368848,1150000.0,4.0,4.0,Condo/Townhome,1908.0
Richmond,BC,49.144025,-123.099501,1810000.0,5.0,2.0,Single Family,2700.0
North Vancouver,BC,49.343599,-123.050174,1949800.0,4.0,3.0,Single Family,2946.0
Langley,BC,49.1414894,-122.6762608,1369900.0,6.0,5.0,Duplex,2757.0
North Vancouver,BC,49.337166,-123.111483,2299000.0,5.0,2.0,Single Family,1536.0
Surrey,BC,49.1657418,-122.7904486,2149900.0,6.0,6.0,Single Family,3602.0
Maple Ridge,BC,49.2147905,-122.5781325,1689000.0,9.0,5.0,Single Family,4017.0
Surrey,BC,49.195321,-122.779455,3899000.0,9.0,9.0,Single Family,6426.0
Richmond,BC,49.156044,-123.076001,1790000.0,2.0,1.0,Single Family,800.0
Surrey,BC,49.1461947,-122.7732985,1099999.0,3.0,3.0,Duplex,1671.0
Richmond,BC,49.169896,-123.132134,659999.0,2.0,2.0,Condo,1019.0
Delta,BC,49.167412,-122.890934,739900.0,3.0,3.0,Townhome,1383.0
Maple Ridge,BC,49.2134656,-122.5846836,1148000.0,2.0,1.0,Single Family,980.0
Surrey,BC,49.133508,-122.8226227,599000.0,2.0,2.0,Condo,679.0
Surrey,BC,49.1456479,-122.8142437,2124999.0,8.0,8.0,Single Family,5120.0
Maple Ridge,BC,49.2402806,-122.551622,2044000.0,3.0,6.0,Single Family,4228.0
Surrey,BC,49.1519853,-122.7947412,2639000.0,9.0,9.0,Single Family,6013.0
Surrey,BC,49.1461947,-122.7732985,999999.0,3.0,3.0,Townhome,1531.0
Surrey,BC,49.1672777,-122.877884,1750000.0,7.0,4.0,Single Family,3450.0
Surrey,BC,49.1504591,-122.8128328,1700000.0,8.0,5.0,Single Family,3487.0
Surrey,BC,49.1658934,-122.7786183,2935000.0,10.0,10.0,Single Family,7088.0
North Vancouver,BC,49.3306126,-123.0406852,1599900.0,3.0,2.0,Condo,1425.0
Langley,BC,49.1543481,-122.6668812,698000.0,2.0,2.0,Condo,947.0
Surrey,BC,49.1496632,-122.8793442,2088800.0,8.0,6.0,Single Family,3457.0
Delta,BC,49.1479164,-122.892319,605000.0,2.0,2.0,Condo,1273.0
Surrey,BC,49.129356,-122.836483,665000.0,2.0,2.0,Condo/Townhome,1763.0
Langley,BC,49.1290802,-122.658192,909900.0,3.0,3.0,Townhome,1281.0
Richmond,BC,49.149583,-123.126448,3858000.0,6.0,6.0,Single Family,4769.0
Richmond,BC,49.143985,-123.069066,4688000.0,3.0,2.0,Single Family,2787.0
Langley,BC,49.1396115,-122.6533871,1389000.0,4.0,4.0,Condo/Townhome,2721.0
Surrey,BC,49.1895935,-122.7383163,3599999.0,7.0,6.0,Single Family,5235.0
Maple Ridge,BC,49.236164,-122.587232,249000.0,3.0,1.0,Manufactured Home,720.0
North Vancouver,BC,49.3368561,-123.0870271,1169900.0,2.0,2.0,Condo,1376.0
North Vancouver,BC,49.3309091,-123.1222793,488000.0,1.0,1.0,Condo,661.0
Delta,BC,49.1471281,-122.8988192,2375000.0,8.0,7.0,Single Family,4462.0
Surrey,BC,49.1649538,-122.8462582,1850000.0,8.0,6.0,Single Family,3905.0
Surrey,BC,49.1575935,-122.7636309,1688000.0,3.0,2.0,Single Family,2243.0
Surrey,BC,49.2021182,-122.7998035,1250000.0,3.0,2.0,Single Family,1418.0
Maple Ridge,BC,49.2390912,-122.5627051,2188000.0,5.0,3.0,Single Family,3180.0
Delta,BC,49.1556854,-122.9364064,1099000.0,3.0,3.0,Townhome,1971.0
Richmond,BC,49.168544,-123.132096,988000.0,3.0,3.0,Condo,1408.0
Richmond,BC,49.167862,-123.119482,1298000.0,4.0,4.0,Townhome,1565.0
Langley,BC,49.1739635,-122.6527974,1898000.0,6.0,4.0,Single Family,3512.0
Surrey,BC,49.1513913,-122.8438614,939000.0,4.0,4.0,Townhome,1562.0
Surrey,BC,49.133785,-122.679941,1299800.0,5.0,4.0,Duplex,2548.0
Langley,BC,49.1544325,-122.6655107,799000.0,3.0,2.0,Condo,1361.0
Langley,BC,49.1556792,-122.6655287,799000.0,2.0,2.0,Condo,1069.0
Maple Ridge,BC,49.2138725,-122.5954004,519900.0,1.0,1.0,Condo,639.0
Delta,BC,49.145043,-122.905717,1450000.0,4.0,3.0,Single Family,2780.0
Surrey,BC,49.1334437,-122.8086563,1750000.0,8.0,6.0,Single Family,3855.0
Maple Ridge,BC,49.2477171,-122.6209438,3599000.0,3.0,4.0,Single Family,3269.0
Langley,BC,49.178158,-122.65773,694900.0,2.0,2.0,Townhome,1913.0
Surrey,BC,49.1538367,-122.7738171,735000.0,2.0,2.0,Townhome,1182.0
Surrey,BC,49.138776,-122.841095,465000.0,1.0,1.0,Condo,657.0
North Vancouver,BC,49.332595,-123.0382722,799900.0,2.0,2.0,Condo,868.0
Surrey,BC,49.1625391,-122.8315917,1348888.0,5.0,3.0,Single Family,1581.0
North Vancouver,BC,49.328414,-123.003006,1875000.0,6.0,2.0,Single Family,2125.0
Delta,BC,49.1565388,-122.9361795,1299000.0,4.0,3.0,Single Family,2253.0
Surrey,BC,49.1457591,-122.8358953,2199900.0,3.0,2.0,Single Family,1880.0
Richmond,BC,49.163961,-123.129786,919000.0,3.0,2.0,Condo,1110.0
Langley,BC,49.1365155,-122.6695773,699900.0,2.0,2.0,Condo,896.0
Surrey,BC,49.201788,-122.7922707,1799000.0,5.0,4.0,Single Family,2817.0
Surrey,BC,49.1785529,-122.7167971,1039000.0,3.0,4.0,Townhome,1969.0
Surrey,BC,49.174567,-122.750542,999999.0,4.0,4.0,Townhome,1970.0
Surrey,BC,49.1529051,-122.8549977,1549000.0,7.0,4.0,Single Family,3460.0
Surrey,BC,49.174567,-122.750542,1018000.0,4.0,4.0,Townhome,1968.0
Surrey,BC,49.1302729,-122.8069569,1789000.0,8.0,6.0,Single Family,4232.0
Richmond,BC,49.166587,-123.13447,560000.0,1.0,1.0,Condo,425.0
Richmond,BC,49.1672646,-123.1192136,799000.0,2.0,2.0,Condo,855.0
West Vancouver,BC,49.339924,-123.135413,2898000.0,5.0,3.0,Single Family,3129.0
Richmond,BC,49.13713,-123.09857,2839000.0,5.0,5.0,Single Family,3497.0
Surrey,BC,49.1513913,-122.8438614,1080000.0,4.0,4.0,Condo/Townhome,1654.0
North Vancouver,BC,49.3306126,-123.0406852,1149000.0,2.0,2.0,Condo,987.0
Richmond,BC,49.1646171,-123.1339978,1349000.0,3.0,3.0,Condo/Townhome,1488.0
Richmond,BC,49.152123,-123.124302,2158000.0,3.0,4.0,Single Family,2034.0
Maple Ridge,BC,49.2153536,-122.6107218,1598000.0,4.0,2.0,Single Family,3313.0
Maple Ridge,BC,49.2467467,-122.5753842,1795000.0,5.0,5.0,Single Family,3562.0
Surrey,BC,49.1863003,-122.7967522,779000.0,2.0,3.0,Townhome,1204.0
Surrey,BC,49.1356893,-122.8815919,1598800.0,8.0,6.0,Single Family,3265.0
Surrey,BC,49.2025937,-122.8068212,1299000.0,4.0,2.0,Single Family,1918.0
Richmond,BC,49.1555803,-123.1156169,1348000.0,4.0,3.0,Townhome,1565.0
Richmond,BC,49.1700806,-123.1358693,729000.0,2.0,2.0,Condo,744.0
Maple Ridge,BC,49.2211564,-122.5835555,1299000.0,3.0,3.0,Single Family,1835.0
North Vancouver,BC,49.350186,-123.08131,2650000.0,5.0,3.0,Single Family,2474.0
Langley,BC,49.1413269,-122.6539637,1399900.0,3.0,4.0,Duplex,2855.0
Langley,BC,49.1375283,-122.6781682,1329900.0,5.0,5.0,Duplex,2485.0
Maple Ridge,BC,49.2134763,-122.5582525,1259900.0,4.0,4.0,Single Family,2603.0
Surrey,BC,49.1824774,-122.801354,572000.0,2.0,2.0,Condo,1150.0
Surrey,BC,49.1381349,-122.832935,1449000.0,5.0,3.0,Single Family,2104.0
Maple Ridge,BC,49.2269998,-122.5561883,4780000.0,5.0,4.0,Single Family,4943.0
North Vancouver,BC,49.3382167,-123.1017072,1450000.0,2.0,2.0,Condo,1320.0
Langley,BC,49.1309078,-122.6689943,919000.0,3.0,3.0,Townhome,1476.0
Langley,BC,49.1574614,-122.6599514,679000.0,1.0,1.0,Condo,745.0
Surrey,BC,49.1675456,-122.7980379,677500.0,2.0,2.0,Townhome,1326.0
Surrey,BC,49.1587485,-122.7856832,669800.0,3.0,2.0,Condo,890.0
Richmond,BC,49.1338832,-123.0912073,639000.0,2.0,1.0,Condo,734.0
Langley,BC,49.1500856,-122.6542735,899000.0,3.0,3.0,Townhome,1458.0
Langley,BC,49.1376369,-122.6791051,1299900.0,5.0,5.0,Duplex,2425.0
Surrey,BC,49.1461947,-122.7732985,979999.0,3.0,3.0,Townhome,1477.0
Surrey,BC,49.1335112,-122.8219125,588888.0,2.0,1.0,Condo,686.0
Surrey,BC,49.1444212,-122.7973788,998777.0,4.0,3.0,Townhome,1603.0
Richmond,BC,49.152615,-123.13621,1498000.0,3.0,3.0,Townhome,1338.0
Surrey,BC,49.153195,-122.8114182,1650000.0,4.0,3.0,Single Family,2630.0
Surrey,BC,49.17045,-122.699202,3500000.0,4.0,1.0,Single Family,1809.0
Maple Ridge,BC,49.2221095,-122.5886881,1290000.0,5.0,3.0,Single Family,2500.0
Langley,BC,49.1417385,-122.6535847,1799900.0,6.0,5.0,Single Family,3033.0
Langley,BC,49.1410198,-122.6536837,1359900.0,4.0,4.0,Condo/Townhome,2777.0
Langley,BC,49.1410202,-122.6537837,1259900.0,4.0,4.0,Condo/Townhome,2294.0
Langley,BC,49.1410207,-122.6538673,1259900.0,4.0,4.0,Condo/Townhome,2287.0
Richmond,BC,49.1653463,-123.1338499,998000.0,2.0,2.0,Condo,870.0
Surrey,BC,49.1785529,-122.7167971,969000.0,3.0,4.0,Townhome,1535.0
Surrey,BC,49.1686495,-122.8253156,1499800.0,5.0,4.0,Single Family,2221.0
Langley,BC,49.1615701,-122.6655975,798000.0,2.0,2.0,Condo,910.0
Richmond,BC,49.166587,-123.13447,1017000.0,2.0,2.0,Condo,901.0
Langley,BC,49.1615701,-122.6655975,998600.0,3.0,2.0,Condo,1212.0
North Vancouver,BC,49.342622,-123.062194,1948000.0,3.0,3.0,Single Family,1904.0
Richmond,BC,49.1385349,-123.1354262,328000.0,2.0,1.0,Condo,870.0
Richmond,BC,49.147034,-123.096408,649800.0,2.0,1.0,Townhome,1134.0
North Vancouver,BC,49.332531,-123.084028,1599000.0,2.0,2.0,Single Family,1247.0
Langley,BC,49.1410212,-122.6539676,1379900.0,4.0,4.0,Condo/Townhome,2777.0
Maple Ridge,BC,49.2127808,-122.5490659,2800000.0,3.0,3.0,Single Family,4851.0
Delta,BC,49.1479164,-122.892319,589000.0,2.0,2.0,Condo,1323.0
Langley,BC,49.1413264,-122.6538439,1389900.0,3.0,4.0,Duplex,2855.0
Maple Ridge,BC,49.219612,-122.5687993,419649.0,2.0,2.0,Townhome,1034.0
Richmond,BC,49.15803,-123.129731,628000.0,2.0,2.0,Condo,1034.0
Surrey,BC,49.17045,-122.699202,3500000.0,4.0,1.0,Single Family,1809.0
Surrey,BC,49.1704808,-122.6999174,3374800.0,5.0,3.0,Single Family,3011.0
Richmond,BC,49.144063,-123.101414,3288000.0,5.0,7.0,Single Family,3650.0
North Vancouver,BC,49.362642,-123.097177,2850000.0,4.0,4.0,Single Family,3474.0
Maple Ridge,BC,49.215241,-122.6006508,649888.0,2.0,2.0,Condo,1054.0
Richmond,BC,49.155972,-123.104342,7180000.0,6.0,7.0,Single Family,5874.0
Surrey,BC,49.160562,-122.768919,1568000.0,5.0,3.0,Single Family,2464.0
Maple Ridge,BC,49.2233429,-122.6002617,578900.0,2.0,2.0,Condo,1333.0
Maple Ridge,BC,49.218617,-122.5887433,499900.0,1.0,1.0,Condo,764.0
Delta,BC,49.1490107,-122.8916178,688000.0,2.0,2.0,Condo,840.0
Delta,BC,49.1541182,-122.9314007,949000.0,3.0,3.0,Townhome,1398.0
Surrey,BC,49.128907,-122.7095811,898000.0,4.0,3.0,Condo/Townhome,1663.0
Langley,BC,49.1498561,-122.6547064,899000.0,3.0,3.0,Condo/Townhome,1531.0
Delta,BC,49.1333968,-122.9136082,1149999.0,4.0,4.0,Condo/Townhome,2020.0
North Vancouver,BC,49.354689,-123.101077,2250000.0,5.0,2.0,Single Family,1539.0
Surrey,BC,49.1698706,-122.8093919,3290000.0,10.0,9.0,Single Family,4465.0
Langley,BC,49.1572775,-122.6592328,649900.0,2.0,2.0,Condo,828.0
Surrey,BC,49.1565436,-122.7708099,889900.0,3.0,3.0,Townhome,1509.0
Surrey,BC,49.1522521,-122.8453373,299900.0,3.0,2.0,Manufactured Home,1007.0
Richmond,BC,49.156968,-123.134665,665000.0,2.0,2.0,Condo,775.0
Richmond,BC,49.1671076,-123.1217169,1188000.0,3.0,2.0,Condo,1224.0
Surrey,BC,49.1421913,-122.8183561,1499900.0,6.0,5.0,Single Family,2805.0
Maple Ridge,BC,49.2488206,-122.5930943,1879000.0,6.0,5.0,Single Family,3624.0
Surrey,BC,49.161497,-122.691846,2125000.0,4.0,3.0,Single Family,2106.0
Richmond,BC,49.167652,-123.120158,833800.0,2.0,2.0,Condo,940.0
Maple Ridge,BC,49.2216422,-122.5815448,1149999.0,3.0,3.0,Single Family,1764.0
North Vancouver,BC,49.343766,-123.046561,4288000.0,6.0,9.0,Single Family,6189.0
Langley,BC,49.1539454,-122.6673559,489000.0,1.0,1.0,Condo,508.0
Surrey,BC,49.1579096,-122.7843978,679000.0,3.0,2.0,Condo,814.0
Delta,BC,49.1410873,-122.9157562,1599000.0,4.0,4.0,Single Family,2307.0
Maple Ridge,BC,49.219612,-122.5687993,429900.0,2.0,2.0,Townhome,1060.0
North Vancouver,BC,49.3338555,-123.0869567,869900.0,3.0,2.0,Townhome,1163.0
Surrey,BC,49.1773013,-122.7309603,9499900.0,6.0,3.0,Single Family,2352.0
Richmond,BC,49.161523,-123.113253,2670000.0,5.0,4.0,Single Family,3917.0
Richmond,BC,49.161746,-123.112668,2620000.0,5.0,2.0,Single Family,2368.0
Surrey,BC,49.1452283,-122.8718107,2549000.0,10.0,9.0,Single Family,6298.0
Surrey,BC,49.14006,-122.887404,499999.0,2.0,1.0,Condo,950.0
Surrey,BC,49.1507098,-122.7666851,899900.0,3.0,3.0,Townhome,1461.0
Surrey,BC,49.1614417,-122.7755872,921000.0,4.0,3.0,Townhome,1459.0
Surrey,BC,49.1643435,-122.8301958,1749999.0,5.0,4.0,Single Family,3335.0
Surrey,BC,49.1765916,-122.8058414,1498000.0,4.0,3.0,Single Family,2037.0
Langley,BC,49.1298291,-122.6541143,1899000.0,6.0,6.0,Single Family,3372.0
Richmond,BC,49.149166,-123.116723,1789000.0,4.0,3.0,Single Family,2134.0
Langley,BC,49.13858,-122.6530402,1299000.0,3.0,4.0,Condo/Townhome,2420.0
Surrey,BC,49.1811758,-122.728882,1799000.0,7.0,6.0,Single Family,3039.0
Delta,BC,49.1489016,-122.9059682,1399000.0,5.0,3.0,Single Family,2166.0
Richmond,BC,49.169896,-123.132134,738000.0,2.0,2.0,Condo,1298.0
Langley,BC,49.1615701,-122.6655975,729000.0,1.0,1.0,Condo,749.0
Richmond,BC,49.145344,-123.107499,1878000.0,5.0,3.0,Single Family,2735.0
Maple Ridge,BC,49.2460996,-122.5649853,1479000.0,5.0,4.0,Single Family,3398.0
Surrey,BC,49.1633816,-122.787004,1588000.0,3.0,2.0,Single Family,1868.0
Richmond,BC,49.143452,-123.105621,3499000.0,5.0,6.0,Single Family,3890.0
Langley,BC,49.1267619,-122.6662174,699900.0,2.0,2.0,Condo,967.0
Delta,BC,49.1602741,-122.8918573,424900.0,2.0,1.0,Condo,872.0
Surrey,BC,49.1384513,-122.8356812,674900.0,3.0,3.0,Townhome,1550.0
Langley,BC,49.1669357,-122.6584157,2000000.0,5.0,4.0,Single Family,2890.0
Surrey,BC,49.1929254,-122.7721675,1499000.0,3.0,3.0,Single Family,1800.0
Delta,BC,49.166014,-122.8967886,749000.0,4.0,2.0,Townhome,1641.0
Surrey,BC,49.1766858,-122.7684535,1398800.0,4.0,4.0,Single Family,2444.0
Surrey,BC,49.1572389,-122.7516306,2750000.0,5.0,5.0,Single Family,5484.0
Langley,BC,49.1393953,-122.6548115,2088800.0,6.0,6.0,Single Family,4166.0
North Vancouver,BC,49.349538,-123.094659,5800000.0,4.0,6.0,Single Family,5198.0
Maple Ridge,BC,49.2437056,-122.5705165,1448000.0,5.0,4.0,Single Family,3280.0
Surrey,BC,49.180639,-122.802458,649900.0,2.0,2.0,Townhome,1376.0
Surrey,BC,49.1864307,-122.7309339,1899000.0,10.0,7.0,Single Family,4186.0
Maple Ridge,BC,49.2200649,-122.6088203,629000.0,2.0,2.0,Condo,1080.0
Surrey,BC,49.1579096,-122.7843978,649000.0,3.0,2.0,Condo,879.0
Surrey,BC,49.1709505,-122.7800236,1888000.0,6.0,6.0,Single Family,3565.0
Surrey,BC,49.150759,-122.845201,649900.0,3.0,2.0,Condo,872.0
Surrey,BC,49.1438165,-122.7534116,1748000.0,4.0,4.0,Single Family,3357.0
Surrey,BC,49.1329973,-122.6841378,999000.0,4.0,4.0,Condo/Townhome,1784.0
Richmond,BC,49.1684214,-123.1363371,618000.0,1.0,1.0,Condo,491.0
Richmond,BC,49.16303,-123.130697,715000.0,2.0,2.0,Condo,869.0
North Vancouver,BC,49.350982,-123.027432,3129000.0,7.0,7.0,Single Family,4019.0
Delta,BC,49.156331,-122.9047277,793900.0,2.0,3.0,Condo,1202.0
North Vancouver,BC,49.3302048,-123.1205689,549000.0,2.0,1.0,Condo,767.0
West Vancouver,BC,49.3341857,-123.123786,3280000.0,6.0,4.0,Single Family,4996.0
Surrey,BC,49.1594147,-122.7849562,470000.0,2.0,1.0,Condo,588.0
Langley,BC,49.1342638,-122.6706843,1725000.0,6.0,5.0,Single Family,4075.0
